0,2
0,6
0,11
0,14
0,17
0,18
0,21
0,25
0,30
0,33
0,36
0,40
0,41
0,42
0,46
1,2
1,6
1,11
1,14
1,17
1,18
1,21
1,25
1,30
1,33
1,36
1,40
1,41
1,42
1,46
2,2
2,6
2,11
2,14
2,17
2,18
2,21
2,25
2,30
2,33
2,36
2,40
2,41
2,42
2,46
3,2
3,6
3,11
3,14
3,17
3,18
3,21
3,30
3,33
3,36
3,40
3,41
3,42
3,46
4,2
4,6
4,11
4,14
4,17
4,18
4,21
4,25
4,30
4,33
4,36
4,40
4,41
4,42
4,46
5,2
5,6
5,11
5,14
5,21
5,25
5,30
5,33
5,36
5,40
5,41
5,42
6,2
6,11
6,14
6,21
6,25
6,30
6,33
6,36
6,40
6,41
6,42
7,6
7,14
7,21
7,30
7,36
7,46
8,2
8,6
8,11
8,14
8,17
8,18
8,21
8,30
8,33
8,36
8,40
8,41
8,42
8,46
9,2
9,6
9,11
9,14
9,17
9,18
9,33
9,40
9,41
9,42
9,46
10,2
10,11
10,14
10,17
10,18
10,25
10,33
10,40
10,41
10,42
10,46
11,11
11,17
11,18
11,21
11,25
11,30
11,33
11,36
11,40
11,41
11,42
11,46
12,17
12,18
12,21
12,25
12,30
12,33
12,36
12,40
12,41
12,42
13,2
13,6
13,14
13,21
13,30
13,33
13,36
13,41
13,42
13,46
14,2
14,6
14,11
14,14
14,21
14,25
14,30
14,36
14,46
15,2
15,6
15,11
15,14
15,21
15,25
15,30
15,33
15,36
15,46
16,2
16,6
16,11
16,14
16,21
16,25
16,30
16,33
16,36
16,40
16,41
16,42
16,46
17,2
17,6
17,11
17,14
17,17
17,18
17,21
17,25
17,30
17,33
17,36
17,40
17,41
17,42
17,46
18,2
18,6
18,11
18,14
18,17
18,18
18,21
18,25
18,30
18,33
18,36
18,40
18,41
18,42
18,46
19,2
19,6
19,11
19,14
19,17
19,18
19,21
19,25
19,30
19,33
19,36
19,40
19,41
19,42
19,46
20,2
20,6
20,11
20,14
20,17
20,18
20,21
20,25
20,30
20,33
20,36
20,40
20,41
20,42
20,46
21,2
21,6
21,11
21,14
21,17
21,18
21,21
21,25
21,30
21,33
21,36
21,40
21,41
21,42
21,46
22,2
22,6
22,11
22,14
22,17
22,18
22,21
22,25
22,30
22,33
22,36
22,40
22,41
22,42
22,46
23,2
23,6
23,11
23,14
23,17
23,18
23,21
23,25
23,30
23,33
23,36
23,40
23,41
23,42
23,46
24,8
24,16
24,17
24,25
24,30
24,34
24,35
24,43
24,48
25,4
25,13
25,16
25,17
25,22
25,25
25,30
25,34
25,35
25,48
26,4
26,13
26,16
26,17
26,22
26,25
26,30
26,34
26,35
26,43
26,48
27,8
27,13
27,22
27,25
27,34
27,35
27,43
27,48
28,8
28,13
28,22
28,25
28,30
28,43
28,48
29,8
29,13
29,16
29,22
29,25
29,30
29,34
29,35
29,43
30,4
30,8
30,16
30,17
30,22
30,30
30,34
30,35
30,48
31,4
31,8
31,13
31,16
31,17
31,30
31,34
31,35
31,48
32,4
32,8
32,13
32,16
32,17
32,22
32,25
32,30
32,34
32,35
32,43
32,48
33,4
33,8
33,13
33,16
33,17
33,22
33,25
33,30
33,34
33,35
33,43
33,48
34,8
34,13
34,14
34,22
34,25
34,30
34,34
34,35
34,43
35,4
35,8
35,13
35,14
35,22
35,25
35,30
35,34
35,35
35,43
35,48
36,0
36,1
36,4
36,5
36,6
36,7
36,8
36,11
36,12
36,13
36,14
36,15
36,16
36,17
36,18
36,21
36,22
36,23
36,24
36,25
36,28
36,29
36,30
36,31
36,32
36,33
36,34
36,35
36,36
36,37
36,38
36,43
36,44
36,45
36,46
36,47
36,48
36,49
37,11
37,12
37,13
37,17
37,23
37,30
37,35
37,45
38,7
38,11
38,12
38,13
38,17
38,23
38,30
38,35
38,40
38,45
39,2
39,7
39,11
39,12
39,13
39,17
39,23
39,30
39,35
39,40
39,45
40,2
40,7
40,23
40,30
40,35
40,40
40,45
41,2
41,7
41,23
41,40
41,45
42,7
42,12
42,13
42,17
42,30
42,40
43,2
43,7
43,11
43,12
43,13
43,17
43,30
43,35
43,40
44,2
44,11
44,12
44,13
44,17
44,23
44,30
44,35
44,40
44,45
45,2
45,11
45,12
45,13
45,17
45,23
45,30
45,35
45,40
45,45
46,2
46,7
46,11
46,12
46,13
46,23
46,40
46,45
47,2
47,7
47,11
47,12
47,13
47,30
47,40
48,2
48,7
48,17
48,30
48,35
48,45
49,2
49,7
49,11
49,12
49,13
49,17
49,23
49,30
49,35
49,40
49,45
